D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_003.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_003.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_003.jpg,0,1,0,15.66515
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_070.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_070.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_070.jpg,0,1,0,16.13346
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_140.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_140.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_140.jpg,0,1,0,16.96522
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_211.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_211.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_211.jpg,0,1,0,17.76561
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_285.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_285.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_285.jpg,0,1,0,18.58649
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_355.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_355.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_355.jpg,0,1,0,19.0535
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_424.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_424.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_424.jpg,-0.2,1,0,19.86773
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_491.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_491.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_491.jpg,0,1,0,20.55018
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_564.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_564.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_564.jpg,0,1,0,21.33661
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_633.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_633.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_633.jpg,0,1,0,21.87521
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_702.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_702.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_702.jpg,0,1,0,22.67823
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_770.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_770.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_770.jpg,0,1,0,23.28793
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_842.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_842.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_842.jpg,-0.15,1,0,24.05614
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_915.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_915.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_915.jpg,-0.3,1,0,24.5951
D:\Desktop\Data\IMG\center_2020_03_18_17_00_03_986.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_03_986.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_03_986.jpg,-0.5000001,1,0,25.24866
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_057.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_057.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_057.jpg,0,1,0,25.79955
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_129.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_129.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_129.jpg,0,1,0,26.55175
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_198.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_198.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_198.jpg,0,1,0,27.11683
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_267.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_267.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_267.jpg,0,1,0,27.86694
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_335.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_335.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_335.jpg,0,1,0,28.42535
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_402.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_402.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_402.jpg,0,1,0,29.16464
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_471.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_471.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_471.jpg,0,1,0,29.71541
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_546.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_546.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_546.jpg,0,1,0,30.19033
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_613.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_613.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_613.jpg,0,1,0,30.19043
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_686.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_686.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_686.jpg,0,1,0,30.19013
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_753.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_753.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_753.jpg,0,1,0,30.19079
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_822.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_822.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_822.jpg,0,1,0,30.19032
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_894.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_894.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_894.jpg,-0.1,1,0,30.18783
D:\Desktop\Data\IMG\center_2020_03_18_17_00_04_964.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_04_964.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_04_964.jpg,-0.3,1,0,30.16983
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_034.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_034.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_034.jpg,0,1,0,30.18106
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_101.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_101.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_101.jpg,0,1,0,30.18912
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_172.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_172.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_172.jpg,0,1,0,30.18997
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_243.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_243.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_243.jpg,0,1,0,30.19024
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_310.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_310.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_310.jpg,0,1,0,30.19029
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_382.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_382.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_382.jpg,-0.2,1,0,30.18091
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_452.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_452.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_452.jpg,-0.35,1,0,30.16421
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_521.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_521.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_521.jpg,0,1,0,30.18954
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_590.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_590.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_590.jpg,0,1,0,30.19015
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_664.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_664.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_664.jpg,0,1,0,30.19022
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_734.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_734.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_734.jpg,0,1,0,30.19029
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_801.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_801.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_801.jpg,0,1,0,30.19026
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_872.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_872.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_872.jpg,-0.15,1,0,30.18443
D:\Desktop\Data\IMG\center_2020_03_18_17_00_05_941.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_05_941.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_05_941.jpg,-0.35,1,0,30.16377
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_008.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_008.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_008.jpg,0,1,0,30.17953
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_076.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_076.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_076.jpg,0,1,0,30.1884
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_145.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_145.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_145.jpg,-0.1,1,0,30.19014
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_217.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_217.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_217.jpg,-0.25,1,0,30.17925
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_288.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_288.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_288.jpg,0,1,0,30.18884
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_362.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_362.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_362.jpg,0,1,0,30.19006
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_435.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_435.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_435.jpg,-0.15,1,0,30.18631
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_506.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_506.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_506.jpg,-0.35,1,0,30.16573
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_576.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_576.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_576.jpg,-0.5000001,1,0,30.14705
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_648.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_648.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_648.jpg,-0.7,1,0,30.12193
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_721.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_721.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_721.jpg,0,1,0,30.17335
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_792.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_792.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_792.jpg,0,1,0,30.18255
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_865.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_865.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_865.jpg,0,1,0,30.18893
D:\Desktop\Data\IMG\center_2020_03_18_17_00_06_933.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_06_933.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_06_933.jpg,0,1,0,30.18998
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_006.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_006.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_006.jpg,0,1,0,30.19033
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_073.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_073.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_073.jpg,-0.05,1,0,30.18993
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_143.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_143.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_143.jpg,-0.25,1,0,30.1759
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_216.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_216.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_216.jpg,-0.4,1,0,30.15832
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_290.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_290.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_290.jpg,-0.6000001,1,0,30.13455
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_365.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_365.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_365.jpg,-0.8000001,1,0,30.11035
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_437.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_437.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_437.jpg,0,1,0,30.16168
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_505.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_505.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_505.jpg,0,1,0,30.17866
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_577.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_577.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_577.jpg,0,1,0,30.18525
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_646.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_646.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_646.jpg,0,1,0,30.1899
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_716.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_716.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_716.jpg,0,1,0,30.19001
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_785.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_785.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_785.jpg,0,1,0,30.18739
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_854.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_854.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_854.jpg,0,1,0,30.19044
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_923.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_923.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_923.jpg,0,1,0,30.19104
D:\Desktop\Data\IMG\center_2020_03_18_17_00_07_997.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_07_997.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_07_997.jpg,0,1,0,30.19061
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_067.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_067.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_067.jpg,-0.2,1,0,30.17832
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_137.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_137.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_137.jpg,-0.35,1,0,30.16386
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_204.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_204.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_204.jpg,-0.5500001,1,0,30.13973
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_272.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_272.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_272.jpg,-0.7,1,0,30.12022
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_343.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_343.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_343.jpg,0,1,0,30.18259
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_416.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_416.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_416.jpg,0,1,0,30.18929
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_489.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_489.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_489.jpg,0,1,0,30.19061
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_559.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_559.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_559.jpg,-0.1,1,0,30.18996
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_626.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_626.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_626.jpg,-0.25,1,0,30.17702
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_699.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_699.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_699.jpg,-0.45,1,0,30.15339
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_771.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_771.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_771.jpg,-0.6000001,1,0,30.12962
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_838.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_838.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_838.jpg,-0.7500002,1,0,30.11375
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_910.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_910.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_910.jpg,0,1,0,30.18285
D:\Desktop\Data\IMG\center_2020_03_18_17_00_08_981.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_08_981.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_08_981.jpg,0,1,0,30.18901
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_051.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_051.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_051.jpg,0,1,0,30.18985
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_122.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_122.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_122.jpg,0,1,0,30.19027
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_194.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_194.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_194.jpg,-0.1,1,0,30.18869
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_263.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_263.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_263.jpg,-0.3,1,0,30.17057
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_333.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_333.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_333.jpg,-0.45,1,0,30.15243
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_403.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_403.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_403.jpg,0,1,0,30.18852
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_472.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_472.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_472.jpg,0,1,0,30.1898
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_540.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_540.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_540.jpg,0,1,0,30.19028
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_611.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_611.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_611.jpg,0,1,0,30.19027
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_682.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_682.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_682.jpg,-0.15,1,0,30.18506
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_750.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_750.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_750.jpg,-0.3,1,0,30.17021
D:\Desktop\Data\IMG\center_2020_03_18_17_00_09_819.jpg,D:\Desktop\Data\IMG\left_2020_03_18_17_00_09_819.jpg,D:\Desktop\Data\IMG\right_2020_03_18_17_00_09_819.jpg,0,1,0,30.18904
